FSC-A,FSC-H,SSC-A,FITC-A,PE-A,PerCP-Cy5.5-A,PE-Cy7-A,APC-A,APC-R700-A,APC-Cy7-A,V450-A,V500-C-A,Population
26926,19613,4736,379,52,260,-25,-28,51,2271,27704,4638,Mast Cells
43455,31388,12220,2807,143,57,78,35,43,-42,1249,784,Plasmacytoid Dendritic Cells
59948,38944,14260,10866,29,110,-38,33,23,5,1751,8906,T and NK Cells
36428,25102,13432,9388,1393,164,21516,250,107,-249,282,452,Mast Cells
46549,30105,61590,5644,12212,363,855,3643,61,8,363,1442,Promyelocytes
37363,25290,11361,3066,6056,367,-85,998,4,130,94,2278,Basophils
39473,30269,7462,4,24,22,41,11,-32,45,-33,67,Erythroid Cells
144644,89024,113326,1072,644,268,221,2612,41,-110,266,1010,"Myelocyte, Metamyelocytes and Band Cells"
38701,27212,8618,1547,33,63,47,-5,37,2460,13400,6496,Mast Cells
76688,45625,61746,492,1783,177,-44,1534,14,100,239,1516,"Myelocyte, Metamyelocytes and Band Cells"
169589,109671,167921,1157,2252,1265,-11,1008,88,122,2205,6693,Eosinophils
28774,21725,6474,6616,52,987,-53,50,24,165,3289,1005,B Cell Precursors
74721,54747,23001,12091,10066,851,229,5526,92,82,6,5328,Basophils
59122,33758,16932,19239,739,5500,-482,50,-60,786,2064,1888,B Cell Precursors
107161,73716,49844,4984,8568,12574,3903,1819,-457,134,20661,2183,Normal Myeloid Precursors
51685,32903,21425,4815,1285,294,127,3840,860,-109,41488,3646,Monoblasts and Promonocytes
74926,46016,52279,1928,15310,443,30,10980,-47,137,16479,8364,Mature Monocytes
127944,77032,107444,8587,52418,1119,16938,8022,344,82,763,3374,Promyelocytes
46040,33613,10047,14863,6,30,61,0,23,4763,29338,8015,B Cell Precursors
36429,26836,10148,2026,11,13,87,-6,12,1465,26664,2975,Mature B Cells
36819,28971,5574,4806,65,7369,127,-16,1,239,5940,359,B Cell Precursors
113484,53875,94419,7363,1859,537,187,5815,-20,-77,1030,1172,Promyelocytes
26523,19906,4779,8578,86,-43,51,70,64,1130,2756,910,B Cell Precursors
91299,46596,79726,3682,8987,842,278,1899,-27,82,414,2232,Promyelocytes
45224,32594,11912,2041,25,57,26,-6,52,1335,6497,7357,Mature B Cells
28718,21446,6295,854,32,76,-77,24,82,1787,2668,3766,Mature B Cells
106565,53277,85571,4823,9795,349,2577,2921,140,75,446,1595,Promyelocytes
76824,58583,16307,269,42,35,-20,-20,-6,4,-89,3140,T and NK Cells
80473,52572,39134,2033,9292,156,380,4360,672,225,3035,4487,Mature Monocytes
29039,20306,6206,223,47,154,138,-17,64,-1,39,265,Erythroid Cells
111087,71956,74337,836,2604,439,34,1822,-1,-17,278,2336,"Myelocyte, Metamyelocytes and Band Cells"
43764,27831,10819,6603,26,133,0,58,64,-11,4806,3143,T and NK Cells
49551,33206,13125,707,824,9338,1374,174,26,-3,126,633,Residual Leukemic Cells
32710,24509,6010,11947,-1,309,-24,-14,42,1873,4362,1269,B Cell Precursors
41572,29266,7267,15068,-187,115,44,33,-24,1778,2039,1824,B Cell Precursors
22452,16345,4752,166,157,214,9,34,30,-24,29,135,Erythroid Cells
39188,29866,8532,458,99,-13,-50,12,89,1487,6535,6896,Mature B Cells
51482,36567,14393,15686,136,164,26,31,42,1534,28293,9937,B Cell Precursors
91413,58253,25516,103743,119,107,394,68,97,619,339,3663,Plasma Cells
66977,47461,14134,199,24,5,110,44,305,0,56,8354,T and NK Cells
63749,46786,15563,541,33,176,-67,-11,52,4791,5535,6319,Mature B Cells
75113,45686,54108,11015,7909,17960,4453,6199,-1227,-59,45920,2771,Normal Myeloid Precursors
108886,59562,115798,10407,14351,21541,16805,8460,-1036,-19,94098,2547,Normal Myeloid Precursors
135848,85553,216761,1396,5663,814,474,431,97,29,1023,8965,Eosinophils
139384,103121,151267,1214,4055,806,58,593,34,46,667,4271,Eosinophils
156589,81449,100121,4729,21402,520,1680,4944,88,91,718,1659,Promyelocytes
48887,33136,18397,6634,4732,-196,42152,2402,44,-309,-157,1791,Mast Cells
36581,25940,6568,1067,-3,154,-29,50,17,1810,5468,3813,Mature B Cells
77139,57356,25003,7260,330,438,-4,838,46,68,2702,4288,Plasmacytoid Dendritic Cells
55375,33908,11891,2881,85,181,57,258,-24,26,8072,3075,Plasmacytoid Dendritic Cells
106227,66860,52508,3171,1015,62,94,9940,-49,289,5224,3284,Monoblasts and Promonocytes
152388,101325,210347,1715,14473,652,165,1684,170,0,810,2222,Eosinophils
83647,54775,24556,9614,160,72,2481,986,0,-32,14554,793,Plasmacytoid Dendritic Cells
108096,69175,21270,4376,494,35786,2182,3687,177,-35,43295,1497,Normal Myeloid Precursors
111182,71411,102190,4313,5802,425,1173,3721,108,127,281,1400,Promyelocytes
80741,45243,33405,7894,4904,23893,8896,5815,-1043,-247,32705,1964,Normal Myeloid Precursors
127076,75107,102839,5820,21504,236,2210,2433,175,-48,325,1784,Promyelocytes
137680,82843,141841,1767,3741,2065,123,622,132,119,1719,10036,Eosinophils
124837,68294,39545,129138,-397,-184,361,153,17,2231,261,733,Plasma Cells
48501,33998,9036,8307,-4,53,-45,26,33,1332,33496,2876,B Cell Precursors
93882,64266,38659,367,532,69,55830,2637,-22,142,123,1502,Mast Cells
45891,34449,12416,1536,-10,-4,1,-33,27,3582,62086,9597,Mast Cells
68601,47975,28161,618,1557,326,40,-69,-12,25564,91080,11361,Mature B Cells
66016,46701,17362,1146,13544,383,104,1671,56,116,40,2719,Basophils
32980,22965,6376,5682,-22,96,-4,-34,120,1769,8122,4381,Mature B Cells
86399,56359,39525,1384,90,418,2820,44,0,50,695,773,Erythroid Precursors
149218,95450,240557,1513,2884,982,83,874,44,-12,1053,3411,Eosinophils
51840,33427,32210,2900,17125,70525,6006,773,-425,-381,379,2196,Normal Myeloid Precursors
59156,37758,17696,1688,-19,79,-4,-29,49,39,1237,6575,T and NK Cells
37608,24936,10684,262,211,359,33,73,408,24,236,1804,T and NK Cells
53907,38973,11556,7496,165,2385,694,269,15,29,7141,1875,B Cell Precursors
154833,84858,99260,798,8522,921,38184,10998,59,245,1719,5263,Mast Cells
43972,31624,10048,14313,139,-14,-60,-50,35,3575,3209,10466,B Cell Precursors
67994,52193,17202,269,-39,111,106,-20,13,32,-16,14203,T and NK Cells
37494,30699,5422,779,49,97,-58,31,17,1366,3363,4696,Mature B Cells
83275,58730,26358,5075,2600,1819,573,2241,1370,7,15161,3447,Mature Monocytes
45258,34403,7640,7841,38,13537,-558,82,-108,1840,4206,881,B Cell Precursors
42621,28273,15436,8003,717,244,47,3792,24,-149,358,975,Basophils
79184,50546,12917,225,31,77,-35,-59,-22,-18,-87,225,Erythroid Cells
83409,52246,18366,12744,1076,3868,345,1967,200,73,32460,2568,Plasmacytoid Dendritic Cells
68013,49596,53985,847,216,321,-9,1624,200,202,402,756,"Myelocyte, Metamyelocytes and Band Cells"
68288,43631,19454,4917,328,868,40,560,-21,45,6157,2755,Plasmacytoid Dendritic Cells
104047,63450,51639,1158,36092,305,296,9727,2190,42,3281,5074,Mature Monocytes
25546,20660,2723,43,37,0,54,-8,5,16,66,24,Erythroid Cells
146715,94122,200897,1202,8421,831,56,939,94,115,1004,8255,Eosinophils
42538,30584,13979,1439,90,103,25,20,10,1236,23599,9972,Mature B Cells
109747,67177,33447,6427,4706,14848,10836,2493,-131,-109,24191,2147,Normal Myeloid Precursors
167276,101556,80499,1510,688,344,112,2609,158,25,435,1240,"Myelocyte, Metamyelocytes and Band Cells"
46818,33767,36055,2559,76,329,5925,2536,3584,306,9728,2662,Residual Leukemic Cells
139989,82544,133835,613,12792,281,203,1745,375,30,599,1388,Segmented Neutrophils
51245,35948,17179,635,0,89,-69,-27,1,3006,5376,5035,Mature B Cells
64998,49743,27116,17679,419,229,315,2572,-20,57,71,3052,Basophils
170250,99136,262143,2801,953,1530,144,1691,-160,191,1640,5975,Eosinophils
172904,109933,105963,4032,504,466,131,3088,292,116,542,2822,"Myelocyte, Metamyelocytes and Band Cells"
89499,55379,32204,50910,-194,623,322,35,-42,292,448,1244,Plasma Cells
79308,63169,13609,2993,21,36,47,-26,429,22,408,7804,T and NK Cells
49238,35015,14237,114,53,153,-12,-25,39,3979,4070,2975,Mast Cells
61152,46116,12894,3393,31,1,-34,-22,-9,1625,14868,6343,Mature B Cells
78282,47677,31185,1278,157,106,1054,116,43,-68,316,489,Erythroid Precursors
94076,57770,126405,720,11598,-162,175,318,41,30,57,2933,Segmented Neutrophils
30119,23763,9021,1464,159,78,-44,-20,1,337,5687,6279,Mature B Cells
72710,44362,28144,6512,911,7601,2541,1058,22,-37,95235,2181,Plasmacytoid Dendritic Cells
55661,40459,10344,1098,4799,13195,943,170,-128,179,417,778,Normal Myeloid Precursors
77280,45977,37352,3029,5401,8440,3837,3932,125,29,15249,1581,Monoblasts and Promonocytes
58751,38578,35655,5489,1285,32257,20401,2363,1089,-89,49371,2230,Residual Leukemic Cells
114260,73380,21197,20791,169,27,20,53,26,-5,541,14303,Plasma Cells
31317,23635,9090,6914,45,148,233,165,28,2410,3057,635,B Cell Precursors
89314,54801,53178,9023,10982,434,28,17065,278,361,12094,8152,Mature Monocytes
64062,37851,23194,1591,212,60,2254,233,15,-75,964,477,Erythroid Precursors
66157,48055,18595,10543,8457,588,92,1814,-34,57,323,2775,Basophils
64082,43085,10023,687,33,293,-59,66,-13,21,50,288,Erythroid Cells
152647,105614,189837,789,13839,432,138,580,68,2,1379,9104,Eosinophils
90037,54682,20382,9459,11434,146,190,1626,-94,-39,8374,946,Residual Leukemic Cells
173553,111321,187808,1427,1689,660,63,693,-1,107,771,2787,Eosinophils
76372,44346,32606,4103,197,590,3846,3,20,88,2904,807,Erythroid Precursors
92426,62770,32260,7635,696,4234,937,4577,102,184,59901,2220,Monoblasts and Promonocytes
47354,31908,9621,2587,44,167,-76,357,28,81,392,421,Erythroid Cells
63022,36543,31445,5587,5361,2225,6977,6123,295,300,41724,2609,Residual Leukemic Cells
77905,38180,91883,10177,25242,205,3114,4293,125,0,563,1448,Promyelocytes
95255,38019,55244,2596,200,226,9105,36,21,-166,335,596,Erythroid Precursors
216347,127724,41756,462,7186,-609,129146,12474,-496,882,1558,1522,Mast Cells
43303,33612,9270,1963,132,278,-154,59,17,2208,10532,7026,Mature B Cells
116481,75276,73186,2883,333,15,85,497,27,27,231,783,"Myelocyte, Metamyelocytes and Band Cells"
76766,45600,86346,514,15731,821,67,1454,86,-24,117,3964,Segmented Neutrophils
43323,34284,4581,6120,87,-36,-41,24,39,759,2373,1706,B Cell Precursors
118509,77516,23967,3755,5944,300,2716,2916,3,108,19428,1514,Residual Leukemic Cells
91516,58301,76964,685,15962,698,-137,1038,55,99,192,4389,Segmented Neutrophils
165851,88497,210971,1503,8958,998,258,445,-19,60,1914,7256,Eosinophils
107277,64324,86866,6684,4823,273,130,20956,250,605,11238,7285,Monoblasts and Promonocytes
36939,26037,9349,17548,166,60,277,-25,-13,4982,3749,5189,B Cell Precursors
122701,90224,32222,576,2270,222,-3,2413,-52,17,18448,8073,Mature Monocytes
49581,31181,34810,7992,11326,1096,7613,10643,-286,-1,6392,982,Promyelocytes
58848,34592,20470,2771,48,107,184,539,128,9,15620,4178,Plasmacytoid Dendritic Cells
59906,43856,14389,648,40,-2,32,-1,24,6,454,3132,T and NK Cells
66793,52654,8376,12718,94,45,44,85,31,3213,15442,2560,B Cell Precursors
86176,61102,18506,4156,1717,318,218,3538,85,14,28436,2116,Monoblasts and Promonocytes
48250,35786,12158,9808,-7,265,144,54,40,5935,5061,1800,B Cell Precursors
57283,36620,24003,3559,6758,350,120,3549,-8,3,3025,4752,Mature Monocytes
58371,40352,33214,2382,38022,600,30,7272,5,271,3903,5397,Mature Monocytes
67912,52661,22991,813,995,816,5,149,26,139,325,803,Erythroid Cells
82398,61374,15800,6338,23450,75,279,2293,43,0,198,1067,Basophils
44116,25317,39738,3993,4056,14047,3627,1372,-964,144,27890,812,Normal Myeloid Precursors
58780,35235,28097,7981,94,4600,3431,94,32,-34,3883,1065,Erythroid Precursors
37827,25233,10985,412,92,173,88,-13,35,932,3049,2717,Mast Cells
75965,49478,23921,45356,-7,128,114,6,8,1139,10551,3079,Plasma Cells
55777,35673,40006,1580,1735,10976,3683,1646,-355,33,8522,1693,Normal Myeloid Precursors
39759,28900,6208,433,36,7,-4,12,2,432,10617,2048,Mature B Cells
75587,49103,20818,6640,-2,674,76,1492,58,0,5361,3112,Plasmacytoid Dendritic Cells
69466,48008,18049,11525,5999,986,1251,6210,34,75,348,2624,Basophils
83615,47845,21827,4827,560,397,21,-27,50,1419,3487,1515,B Cell Precursors
89272,50007,23694,21963,-34,211,81,41,68,66,44163,5972,Plasma Cells
77852,48222,29085,3478,120,316,105,980,80,-24,19026,3432,Plasmacytoid Dendritic Cells
77348,49132,97055,618,20600,-61,-85,1159,-1,53,-20,3751,Segmented Neutrophils
38039,28778,4850,14834,-103,26,50,40,-14,3199,7062,5789,B Cell Precursors
55587,45628,4698,176,28,150,-40,-6,29,-19,22,235,Erythroid Cells
26173,21610,5587,110,19,93,-63,16,-10,15,67,102,Erythroid Cells
66999,41179,33241,27184,34,77,416,-67,-35,3724,36831,9995,Plasma Cells
48699,34841,12042,1113,106,79,52,15,-42,3095,17709,7187,Mast Cells
67854,36200,26003,1608,3353,38400,6132,2962,459,-57,23915,2583,Normal Myeloid Precursors
66462,46505,28926,2740,2492,-12,191,4180,2426,450,1224,3572,Monoblasts and Promonocytes
118510,81922,63952,3793,6593,60,1735,627,59,23,168,467,Promyelocytes
48228,24759,44224,8021,21446,454,3352,4537,148,-75,313,705,Promyelocytes
62734,35547,31788,7004,5841,29560,13613,3466,-116,83,6371,941,Residual Leukemic Cells
53937,40563,14825,3611,508,1058,32,241,54,-90,5047,840,Plasmacytoid Dendritic Cells
43219,26115,27953,10354,3207,28642,18568,2917,-54,-154,1389,947,Residual Leukemic Cells
76895,54977,16342,5199,-17,230,61,993,-10,-23,5366,2232,Plasmacytoid Dendritic Cells
37845,27525,9701,1286,19,80,-57,-28,35,3020,12057,3365,Mature B Cells
68929,37571,29452,4837,166,232,770,-10,-1,12,557,716,Erythroid Precursors
134217,87754,94628,815,3115,195,45,1113,65,11,292,2026,Segmented Neutrophils
177416,103836,188384,1610,3828,811,187,605,43,53,1185,2996,Eosinophils
80970,50127,20713,17826,90,-10,98,3,-9,434,9143,5076,Plasma Cells
51280,37384,12150,15234,-88,119,-47,45,1,1284,13421,5725,B Cell Precursors
55244,35213,37569,4697,4276,15419,9412,3444,-120,221,12647,1231,Monoblasts and Promonocytes
39529,28750,9465,2734,166,249,-28,-14,69,4934,21365,3421,Mature B Cells
58653,32972,28379,12371,622,2463,1811,368,22,130,8801,1663,Plasmacytoid Dendritic Cells
143863,92872,89512,1073,385,170,95,2467,43,-4,632,1200,"Myelocyte, Metamyelocytes and Band Cells"
53937,40365,12452,7587,3498,149,127,1664,9,2,33,2627,Basophils
44149,34908,4614,132,72,-31,85,44,1,10,112,112,Erythroid Cells
121769,85708,49678,1493,1315,582,31020,13840,-12,436,351,1877,Mast Cells
86803,67239,30924,1658,193,215,-8,113,1457,116,39,12486,T and NK Cells
47164,35444,11076,2666,-40,204,-67,-16,10,1848,42126,9298,Mature B Cells
40234,34083,6459,82,31,8,6,27,-59,40,-32,150,Erythroid Cells
43248,29252,15734,1524,8384,15512,3725,193,-50,30,9265,817,Residual Leukemic Cells
74137,37402,94478,625,32096,1016,70,2601,-15,131,366,4465,Segmented Neutrophils
69445,43392,26262,6297,587,14207,4760,281,-213,-106,6085,1101,Normal Myeloid Precursors
79226,40733,22771,1098,359,186,471,41,70,-37,68,662,Erythroid Precursors
68986,45467,23228,2559,40,103,24,8447,29,192,4582,2925,Monoblasts and Promonocytes
24604,18173,7333,137,28,106,-45,50,-25,-13,-47,115,Erythroid Cells
156593,99137,101981,5915,20584,837,1245,6417,-192,87,155,1990,Promyelocytes
44601,30032,12664,9668,1841,7553,823,134,39,-28,32387,1560,Normal Myeloid Precursors
42603,33292,9869,659,41,57,-4,10,62,669,10099,3150,Mature B Cells
119409,65825,70066,5363,705,822,20,4398,71,112,410,1073,"Myelocyte, Metamyelocytes and Band Cells"
101510,60228,46576,113958,-108,600,190,-41,-20,2730,-6,3648,Plasma Cells
52723,34731,9827,514,39,24,7,33,-25,75,297,7180,T and NK Cells
86075,44211,35589,2233,142,353,1356,37,40,71,1044,1039,Erythroid Precursors
39754,26157,13476,612,33,-14,78,3,56,1263,5335,4493,Mature B Cells
83437,50928,53054,1234,18310,-324,-124,890,110,245,475,4162,Segmented Neutrophils
103256,67704,70594,551,8612,431,-19,1227,-22,-18,160,2561,Segmented Neutrophils
81104,58976,11526,218,22,39,111,0,50,-50,181,189,Erythroid Cells
161887,100603,39190,12325,119,556,-31,8265,-295,185,41093,5095,Monoblasts and Promonocytes
151133,92755,149572,1014,1752,594,82,430,159,128,799,3530,Eosinophils
80581,51593,67430,731,14680,470,-102,1261,-3,-16,144,2101,Segmented Neutrophils
83796,46632,42919,6138,5141,29299,32702,4547,-362,-56,78371,1127,Normal Myeloid Precursors
102126,65503,58354,6946,6060,31468,264,6765,-1930,-671,30967,2110,Normal Myeloid Precursors
67313,44717,58163,451,16998,646,-87,3264,89,88,201,5411,Segmented Neutrophils
75144,57481,9388,15439,-110,138,44,14,-18,1998,28941,11106,B Cell Precursors
57058,31170,45322,11787,12452,223,67,3025,69,5,3896,736,Promyelocytes
117725,65493,114687,575,5212,1721,146143,21983,939,-1451,363,3291,Mast Cells
66495,42870,38890,2789,2631,154,80,7737,70,154,1573,1724,Monoblasts and Promonocytes
86117,54314,27677,3192,19014,589,83,11798,3177,340,18045,4902,Mature Monocytes
69534,38620,23215,12503,514,1036,9043,1791,-17,50,5420,957,Erythroid Precursors
62931,42813,17800,4337,3987,466,406,1548,-14,11,218,3044,Basophils
75783,49548,36534,3913,4030,315,57,5903,72,-6,8171,2564,Mature Monocytes
161071,100640,213058,1470,3509,412,-34,871,85,31,1042,3154,Eosinophils
41383,23875,19319,6397,25757,4423,4468,2495,-5,-10,7990,486,Normal Myeloid Precursors
67570,46392,24423,24183,4214,-19,-41,8232,-85,-51,767,1986,Basophils
126833,75744,47224,204524,4915,4462,202,171,456,920,1124,6419,Plasma Cells
76673,47063,98947,6027,6856,-270,173069,6323,2488,-1155,819,2252,Mast Cells
90587,59553,87211,1056,20677,338,-15,1141,86,3,208,4010,Segmented Neutrophils
79649,51539,84892,5183,6881,104,52,8952,234,183,39934,3374,Monoblasts and Promonocytes
59096,43622,10768,134,63,15,-39,3,32,3116,8381,4353,Mast Cells
88031,51351,28884,1043,229,399,1369,-13,114,-68,510,777,Erythroid Precursors
57504,43307,12030,262,-11,19,99,29,0,1402,6023,8085,Mast Cells
97673,58787,33526,52100,421,1113,110,16,513,233,406,5485,Plasma Cells
77003,44539,29887,6715,100,2537,3095,125,34,69,10417,1235,Erythroid Precursors
69254,48232,11747,6109,10252,702,74,1863,167,-25,328,2452,Basophils
74628,51216,52373,5494,28181,481,60,18785,110,397,6455,12111,Mature Monocytes
72965,40205,32655,12379,144,1058,7224,35,-23,110,2657,1613,Erythroid Precursors
105136,87429,16584,113,160,242,21,-20,-7,-44,108,47,Erythroid Cells
167188,108180,195498,1032,13592,750,99,1114,116,116,1164,9618,Eosinophils
44265,34191,5376,9913,31,245,22,115,-41,1949,10850,3160,B Cell Precursors
86350,53217,51317,3512,7422,22723,3806,2235,-826,-61,21225,2435,Normal Myeloid Precursors
99685,64288,85245,693,7075,436,20,1138,68,17,14,3415,Segmented Neutrophils
53912,37770,21882,7198,5194,16577,5459,3622,50,-45,14509,1087,Residual Leukemic Cells
41991,27218,15387,682,174,301,-81,-43,19,2351,27575,4322,Mature B Cells
64518,44140,36261,3401,4149,27077,24454,1078,-73,188,69846,1447,Residual Leukemic Cells
28481,21279,4956,205,54,41,11,-40,-47,635,6676,1250,Mast Cells
54175,40609,16642,228,65,62,-5,-1,-25,56,545,12368,T and NK Cells
86406,50535,84165,550,8646,623,-174,619,-24,92,68,3563,Segmented Neutrophils
80249,49883,31861,4122,9829,23765,7794,4049,-85,-72,34172,985,Normal Myeloid Precursors
83262,54059,25187,3853,2350,418,-37,9517,-65,-4,5973,4237,Mature Monocytes
27545,22397,4028,126,102,180,6,69,36,-8,176,49,Erythroid Cells
155028,92519,209584,1087,9357,1064,34,747,139,123,1848,12593,Eosinophils
31220,23713,6987,8636,95,5777,61,268,-44,476,3434,1077,B Cell Precursors
72856,56783,18786,5856,91,-3,73,18,128,63,6538,18010,T and NK Cells
42677,27525,12264,6534,950,1909,-35,85,7,-37,8734,1968,Plasmacytoid Dendritic Cells
84988,55350,66299,484,10017,200,39,1409,-64,-1,94,4372,Segmented Neutrophils
37758,26737,10444,2102,3501,210,13094,15,89,-192,68,442,Mast Cells
31374,23170,4406,7805,22,102,119,-31,99,1831,6635,1908,Mature B Cells
156734,99334,48225,632,8857,229,9578,6029,-2,-23,18897,1807,Residual Leukemic Cells
72308,46424,25066,1299,55,92,61,561,16,71,14993,3692,Plasmacytoid Dendritic Cells
179501,101295,259908,1769,9466,1129,125,343,6,-63,1381,6011,Eosinophils
47196,34719,16735,7571,3804,581,30420,846,-22,-469,-25,1306,Mast Cells
150040,92526,121710,982,10946,215,92,997,7,56,389,4611,Segmented Neutrophils
89214,56715,32681,2973,264,405,2322,197,40,-70,717,862,Erythroid Precursors
46124,35948,11028,797,26,101,87,30,-6,1011,19332,7296,Mature B Cells
